OBJ: TObjArray	TObjArray	An array of objects : 0
 OBJ: TBranch	Photon_energyErr	energy error of the cluster from regression : 0 at: 0x524b7a0
 OBJ: TBranch	Photon_eta	eta : 0 at: 0x524d830
 OBJ: TBranch	Photon_hoe	H over E : 0 at: 0x524f820
 OBJ: TBranch	Photon_mass	mass : 0 at: 0x5251810
 OBJ: TBranch	Photon_mvaID	MVA ID score, Fall17V2 : 0 at: 0x5253800
 OBJ: TBranch	Photon_mvaID_Fall17V1p1	MVA ID score, Fall17V1p1 : 0 at: 0x5255820
 OBJ: TBranch	Photon_pfRelIso03_all	PF relative isolation dR=0.3, total (with rho*EA PU corrections) : 0 at: 0x52578b0
 OBJ: TBranch	Photon_pfRelIso03_chg	PF relative isolation dR=0.3, charged component (with rho*EA PU corrections) : 0 at: 0x5259960
 OBJ: TBranch	Photon_phi	phi : 0 at: 0x525ba10
 OBJ: TBranch	Photon_pt	p_{T} : 0 at: 0x525da00
 OBJ: TBranch	Photon_r9	R9 of the supercluster, calculated with full 5x5 region : 0 at: 0x525f9f0
 OBJ: TBranch	Photon_sieie	sigma_IetaIeta of the supercluster, calculated with full 5x5 region : 0 at: 0x5261a30
 OBJ: TBranch	Photon_charge	electric charge : 0 at: 0x5263a80
 OBJ: TBranch	Photon_cutBased	cut-based ID bitmap, Fall17V2, (0:fail, 1:loose, 2:medium, 3:tight) : 0 at: 0x5265a90
 OBJ: TBranch	Photon_cutBased_Fall17V1Bitmap	cut-based ID bitmap, Fall17V1, 2^(0:loose, 1:medium, 2:tight). : 0 at: 0x5267b20
 OBJ: TBranch	Photon_electronIdx	index of the associated electron (-1 if none) : 0 at: 0x5269bd0
 OBJ: TBranch	Photon_jetIdx	index of the associated jet (-1 if none) : 0 at: 0x526bc60
 OBJ: TBranch	Photon_pdgId	PDG code assigned by the event reconstruction (not by MC truth) : 0 at: 0x526dc90
 OBJ: TBranch	Photon_vidNestedWPBitmap	Fall17V2 VID compressed bitmap (MinPtCut,PhoSCEtaMultiRangeCut,PhoSingleTowerHadOverEmCut,PhoFull5x5SigmaIEtaIEtaCut,PhoAnyPFIsoWithEACut,PhoAnyPFIsoWithEAAndQuadScalingCut,PhoAnyPFIsoWithEACut), 2 bits per cut : 0 at: 0x526fcd0
 OBJ: TBranch	Photon_electronVeto	pass electron veto : 0 at: 0x5271e20
 OBJ: TBranch	Photon_isScEtaEB	is supercluster eta within barrel acceptance : 0 at: 0x5273ec0
 OBJ: TBranch	Photon_isScEtaEE	is supercluster eta within endcap acceptance : 0 at: 0x5275f70
 OBJ: TBranch	Photon_mvaID_WP80	MVA ID WP80, Fall17V2 : 0 at: 0x5278020
 OBJ: TBranch	Photon_mvaID_WP90	MVA ID WP90, Fall17V2 : 0 at: 0x527a0c0
 OBJ: TBranch	Photon_pixelSeed	has pixel seed : 0 at: 0x527c160
 OBJ: TBranch	Photon_seedGain	Gain of the seed crystal : 0 at: 0x527e1d0
 OBJ: TBranch	PuppiMET_phi	phi : 0 at: 0x5280250
 OBJ: TBranch	PuppiMET_phiJERUp	JER up phi : 0 at: 0x52814a0
 OBJ: TBranch	PuppiMET_phiJESUp	JES up phi : 0 at: 0x5282780
 OBJ: TBranch	PuppiMET_pt	pt : 0 at: 0x5283a60
 OBJ: TBranch	PuppiMET_ptJERUp	JER up pt : 0 at: 0x5284cb0
 OBJ: TBranch	PuppiMET_ptJESUp	JES up pt : 0 at: 0x5285f90
 OBJ: TBranch	PuppiMET_sumEt	scalar sum of Et : 0 at: 0x5287270
 OBJ: TBranch	RawMET_phi	phi : 0 at: 0x52884f0
 OBJ: TBranch	RawMET_pt	pt : 0 at: 0x5289740
 OBJ: TBranch	RawMET_sumEt	scalar sum of Et : 0 at: 0x528a990
 OBJ: TBranch	RawPuppiMET_phi	phi : 0 at: 0x528bc10
 OBJ: TBranch	RawPuppiMET_pt	pt : 0 at: 0x528cec0
 OBJ: TBranch	RawPuppiMET_sumEt	scalar sum of Et : 0 at: 0x528e110
 OBJ: TBranch	fixedGridRhoFastjetAll	rho from all PF Candidates, used e.g. for JECs : 0 at: 0x528f420
 OBJ: TBranch	fixedGridRhoFastjetCentral	rho from all PF Candidates for central region, used e.g. for JECs : 0 at: 0x5290740
 OBJ: TBranch	fixedGridRhoFastjetCentralCalo	rho from calo towers with |eta| < 2.5, used e.g. egamma PFCluster isolation : 0 at: 0x5291a80
 OBJ: TBranch	fixedGridRhoFastjetCentralChargedPileUp	rho from charged PF Candidates for central region, used e.g. for JECs : 0 at: 0x5292dc0
 OBJ: TBranch	fixedGridRhoFastjetCentralNeutral	rho from neutral PF Candidates with |eta| < 2.5, used e.g. for rho corrections of some lepton isolations : 0 at: 0x5294130
 OBJ: TBranch	nSoftActivityJet	jets clustered from charged candidates compatible with primary vertex (charge()!=0 && pvAssociationQuality()>=5 && vertexRef().key()==0) : 0 at: 0x52954c0
 OBJ: TBranch	SoftActivityJet_eta	eta : 0 at: 0x5296840
 OBJ: TBranch	SoftActivityJet_phi	phi : 0 at: 0x52988a0
 OBJ: TBranch	SoftActivityJet_pt	pt : 0 at: 0x529a900
 OBJ: TBranch	SoftActivityJetHT	scalar sum of soft activity jet pt, pt>1 : 0 at: 0x529c960
 OBJ: TBranch	SoftActivityJetHT10	scalar sum of soft activity jet pt , pt >10 : 0 at: 0x529dc80
 OBJ: TBranch	SoftActivityJetHT2	scalar sum of soft activity jet pt, pt >2 : 0 at: 0x529efa0
 OBJ: TBranch	SoftActivityJetHT5	scalar sum of soft activity jet pt, pt>5 : 0 at: 0x52a02c0
 OBJ: TBranch	SoftActivityJetNjets10	number of soft activity jet pt, pt >2 : 0 at: 0x52a15e0
 OBJ: TBranch	SoftActivityJetNjets2	number of soft activity jet pt, pt >10 : 0 at: 0x52a2900
 OBJ: TBranch	SoftActivityJetNjets5	number of soft activity jet pt, pt >5 : 0 at: 0x52a3c20
 OBJ: TBranch	nSubJet	slimmedJetsAK8, i.e. ak8 fat jets for boosted analysis : 0 at: 0x52a4f40
 OBJ: TBranch	SubJet_btagCMVA	CMVA V2 btag discriminator : 0 at: 0x52a61e0
 OBJ: TBranch	SubJet_btagCSVV2	 pfCombinedInclusiveSecondaryVertexV2 b-tag discriminator (aka CSVV2) : 0 at: 0x52a8280
 OBJ: TBranch	SubJet_btagDeepB	DeepCSV b+bb tag discriminator : 0 at: 0x52aa370
 OBJ: TBranch	SubJet_eta	eta : 0 at: 0x52ac430
 OBJ: TBranch	SubJet_mass	mass : 0 at: 0x52ae460
 OBJ: TBranch	SubJet_n2b1	N2 with beta=1 : 0 at: 0x52b0490
 OBJ: TBranch	SubJet_n3b1	N3 with beta=1 : 0 at: 0x52b24c0
 OBJ: TBranch	SubJet_phi	phi : 0 at: 0x52b44f0
 OBJ: TBranch	SubJet_pt	pt : 0 at: 0x52b6520
 OBJ: TBranch	SubJet_rawFactor	1 - Factor to get back to raw pT : 0 at: 0x52b8550
 OBJ: TBranch	SubJet_tau1	Nsubjettiness (1 axis) : 0 at: 0x52ba620
 OBJ: TBranch	SubJet_tau2	Nsubjettiness (2 axis) : 0 at: 0x52bc680
 OBJ: TBranch	SubJet_tau3	Nsubjettiness (3 axis) : 0 at: 0x52be6e0
 OBJ: TBranch	SubJet_tau4	Nsubjettiness (4 axis) : 0 at: 0x52c0740
 OBJ: TBranch	nTau	slimmedTaus after basic selection (pt > 18 && tauID('decayModeFindingNewDMs') && (tauID('byLooseCombinedIsolationDeltaBetaCorr3Hits') || tauID('byVLooseIsolationMVArun2v1DBoldDMwLT2015') || tauID('byVLooseIsolationMVArun2v1DBnewDMwLT') || tauID('byVLooseIsolationMVArun2v1DBdR03oldDMwLT') || tauID('byVVLooseIsolationMVArun2v1DBoldDMwLT') || tauID('byVVLooseIsolationMVArun2v1DBoldDMwLT2017v2') || tauID('byVVLooseIsolationMVArun2v1DBnewDMwLT2017v2') || tauID('byVVLooseIsolationMVArun2v1DBdR03oldDMwLT2017v2') || tauID('byVVVLooseDeepTau2017v2p1VSjet'))) : 0 at: 0x52c27a0
 OBJ: TBranch	Tau_chargedIso	charged isolation : 0 at: 0x52c3c30
 OBJ: TBranch	Tau_dxy	d_{xy} of lead track with respect to PV, in cm (with sign) : 0 at: 0x52c5c50
 OBJ: TBranch	Tau_dz	d_{z} of lead track with respect to PV, in cm (with sign) : 0 at: 0x52c7c60
 OBJ: TBranch	Tau_eta	eta : 0 at: 0x52c9c70
 OBJ: TBranch	Tau_leadTkDeltaEta	eta of the leading track, minus tau eta : 0 at: 0x52cbc30
 OBJ: TBranch	Tau_leadTkDeltaPhi	phi of the leading track, minus tau phi : 0 at: 0x52cdcc0
 OBJ: TBranch	Tau_leadTkPtOverTauPt	pt of the leading track divided by tau pt : 0 at: 0x52cfd50
 OBJ: TBranch	Tau_mass	mass : 0 at: 0x52d1de0
 OBJ: TBranch	Tau_neutralIso	neutral (photon) isolation : 0 at: 0x52d3da0
 OBJ: TBranch	Tau_phi	phi : 0 at: 0x52d5dc0
 OBJ: TBranch	Tau_photonsOutsideSignalCone	sum of photons outside signal cone : 0 at: 0x52d7d80
 OBJ: TBranch	Tau_pt	pt : 0 at: 0x52d9e20
 OBJ: TBranch	Tau_puCorr	pileup correction : 0 at: 0x52dbde0
 OBJ: TBranch	Tau_rawAntiEle	Anti-electron MVA discriminator V6 raw output discriminator : 0 at: 0x52dde00
 OBJ: TBranch	Tau_rawAntiEle2018	Anti-electron MVA discriminator V6 raw output discriminator (2018) : 0 at: 0x52dfe40
 OBJ: TBranch	Tau_rawDeepTau2017v2p1VSe	byDeepTau2017v2p1VSe raw output discriminator (deepTau2017v2p1) : 0 at: 0x52e1ef0
 OBJ: TBranch	Tau_rawDeepTau2017v2p1VSjet	byDeepTau2017v2p1VSjet raw output discriminator (deepTau2017v2p1) : 0 at: 0x52e3f90
 OBJ: TBranch	Tau_rawDeepTau2017v2p1VSmu	byDeepTau2017v2p1VSmu raw output discriminator (deepTau2017v2p1) : 0 at: 0x52e6050
 OBJ: TBranch	Tau_rawIso	combined isolation (deltaBeta corrections) : 0 at: 0x52e8110
 OBJ: TBranch	Tau_rawIsodR03	combined isolation (deltaBeta corrections, dR=0.3) : 0 at: 0x52ea140
 OBJ: TBranch	Tau_rawMVAnewDM2017v2	byIsolationMVArun2v1DBnewDMwLT raw output discriminator (2017v2) : 0 at: 0x52ec180
 OBJ: TBranch	Tau_rawMVAoldDM	byIsolationMVArun2v1DBoldDMwLT raw output discriminator (2015) : 0 at: 0x52ee230
 OBJ: TBranch	Tau_rawMVAoldDM2017v1	byIsolationMVArun2v1DBoldDMwLT raw output discriminator (2017v1) : 0 at: 0x52f02b0
 OBJ: TBranch	Tau_rawMVAoldDM2017v2	byIsolationMVArun2v1DBoldDMwLT raw output discriminator (2017v2) : 0 at: 0x52f2360
 OBJ: TBranch	Tau_rawMVAoldDMdR032017v2	byIsolationMVArun2v1DBdR03oldDMwLT raw output discriminator (2017v2) : 0 at: 0x52f4410
 OBJ: TBranch	Tau_charge	electric charge : 0 at: 0x52f64c0
 OBJ: TBranch	Tau_decayMode	decayMode() : 0 at: 0x52f84d0
 OBJ: TBranch	Tau_jetIdx	index of the associated jet (-1 if none) : 0 at: 0x52fa4c0
 OBJ: TBranch	Tau_rawAntiEleCat	Anti-electron MVA discriminator V6 category : 0 at: 0x52fc4f0
 OBJ: TBranch	Tau_rawAntiEleCat2018	Anti-electron MVA discriminator V6 category (2018) : 0 at: 0x52fe580
 OBJ: TBranch	Tau_idAntiEle	Anti-electron MVA discriminator V6: bitmask 1 = VLoose, 2 = Loose, 4 = Medium, 8 = Tight, 16 = VTight : 0 at: 0x5300620
 OBJ: TBranch	Tau_idAntiEle2018	Anti-electron MVA discriminator V6 (2018): bitmask 1 = VLoose, 2 = Loose, 4 = Medium, 8 = Tight, 16 = VTight : 0 at: 0x53026b0
 OBJ: TBranch	Tau_idAntiMu	Anti-muon discriminator V3: : bitmask 1 = Loose, 2 = Tight : 0 at: 0x53047a0
 OBJ: TBranch	Tau_idDecayMode	tauID('decayModeFinding') : 0 at: 0x5306800
 OBJ: TBranch	Tau_idDecayModeNewDMs	tauID('decayModeFindingNewDMs') : 0 at: 0x5308880
 OBJ: TBranch	Tau_idDeepTau2017v2p1VSe	byDeepTau2017v2p1VSe ID working points (deepTau2017v2p1): bitmask 1 = VVVLoose, 2 = VVLoose, 4 = VLoose, 8 = Loose, 16 = Medium, 32 = Tight, 64 = VTight, 128 = VVTight : 0 at: 0x530a920
 OBJ: TBranch	Tau_idDeepTau2017v2p1VSjet	byDeepTau2017v2p1VSjet ID working points (deepTau2017v2p1): bitmask 1 = VVVLoose, 2 = VVLoose, 4 = VLoose, 8 = Loose, 16 = Medium, 32 = Tight, 64 = VTight, 128 = VVTight : 0 at: 0x530ca50
 OBJ: TBranch	Tau_idDeepTau2017v2p1VSmu	byDeepTau2017v2p1VSmu ID working points (deepTau2017v2p1): bitmask 1 = VLoose, 2 = Loose, 4 = Medium, 8 = Tight : 0 at: 0x530eb90
 OBJ: TBranch	Tau_idMVAnewDM2017v2	IsolationMVArun2v1DBnewDMwLT ID working point (2017v2): bitmask 1 = VVLoose, 2 = VLoose, 4 = Loose, 8 = Medium, 16 = Tight, 32 = VTight, 64 = VVTight : 0 at: 0x5310c80
 OBJ: TBranch	Tau_idMVAoldDM	IsolationMVArun2v1DBoldDMwLT ID working point (2015): bitmask 1 = VLoose, 2 = Loose, 4 = Medium, 8 = Tight, 16 = VTight, 32 = VVTight : 0 at: 0x5312da0
 OBJ: TBranch	Tau_idMVAoldDM2017v1	IsolationMVArun2v1DBoldDMwLT ID working point (2017v1): bitmask 1 = VVLoose, 2 = VLoose, 4 = Loose, 8 = Medium, 16 = Tight, 32 = VTight, 64 = VVTight : 0 at: 0x5314e50
 OBJ: TBranch	Tau_idMVAoldDM2017v2	IsolationMVArun2v1DBoldDMwLT ID working point (2017v2): bitmask 1 = VVLoose, 2 = VLoose, 4 = Loose, 8 = Medium, 16 = Tight, 32 = VTight, 64 = VVTight : 0 at: 0x5316f70
 OBJ: TBranch	Tau_idMVAoldDMdR032017v2	IsolationMVArun2v1DBoldDMdR0p3wLT ID working point (2017v2): bitmask 1 = VVLoose, 2 = VLoose, 4 = Loose, 8 = Medium, 16 = Tight, 32 = VTight, 64 = VVTight : 0 at: 0x5319090
 OBJ: TBranch	TkMET_phi	raw track MET phi : 0 at: 0x531b1b0
 OBJ: TBranch	TkMET_pt	raw track MET pt : 0 at: 0x531c430
 OBJ: TBranch	TkMET_sumEt	raw track scalar sum of Et : 0 at: 0x531d6b0
 OBJ: TBranch	nTrigObj	 : 0 at: 0x531e930
 OBJ: TBranch	TrigObj_pt	pt : 0 at: 0x531fb80
 OBJ: TBranch	TrigObj_eta	eta : 0 at: 0x5321bf0
 OBJ: TBranch	TrigObj_phi	phi : 0 at: 0x5323c60
 OBJ: TBranch	TrigObj_l1pt	pt of associated L1 seed : 0 at: 0x5325cd0
 OBJ: TBranch	TrigObj_l1pt_2	pt of associated secondary L1 seed : 0 at: 0x5327d70
 OBJ: TBranch	TrigObj_l2pt	pt of associated 'L2' seed (i.e. HLT before tracking/PF) : 0 at: 0x5329e20
 OBJ: TBranch	TrigObj_id	ID of the object: 11 = Electron (PixelMatched e/gamma), 22 = Photon (PixelMatch-vetoed e/gamma), 13 = Muon, 15 = Tau, 1 = Jet, 6 = FatJet, 2 = MET, 3 = HT, 4 = MHT : 0 at: 0x532bee0
 OBJ: TBranch	TrigObj_l1iso	iso of associated L1 seed : 0 at: 0x532e010
 OBJ: TBranch	TrigObj_l1charge	charge of associated L1 seed : 0 at: 0x53300b0
 OBJ: TBranch	TrigObj_filterBits	extra bits of associated information: 1 = CaloIdL_TrackIdL_IsoVL, 2 = 1e (WPTight), 4 = 1e (WPLoose), 8 = OverlapFilter PFTau, 16 = 2e, 32 = 1e-1mu, 64 = 1e-1tau, 128 = 3e, 256 = 2e-1mu, 512 = 1e-2mu, 1024 = 1e (32_L1DoubleEG_AND_L1SingleEGOr), 2048 = 1e (CaloIdVT_GsfTrkIdT), 4096 = 1e (PFJet), 8192 = 1e (Photon175_OR_Photon200) for Electron (PixelMatched e/gamma); 1 = TrkIsoVVL, 2 = Iso, 4 = OverlapFilter PFTau, 8 = 1mu, 16 = 2mu, 32 = 1mu-1e, 64 = 1mu-1tau, 128 = 3mu, 256 = 2mu-1e, 512 = 1mu-2e, 1024 = 1mu (Mu50), 2048 = 1mu (Mu100) for Muon; 1 = LooseChargedIso, 2 = MediumChargedIso, 4 = TightChargedIso, 8 = TightID OOSC photons, 16 = HPS, 32 = single-tau + tau+MET, 64 = di-tau, 128 = e-tau, 256 = mu-tau, 512 = VBF+di-tau for Tau; Jet bits: bit 0 for VBF cross-cleaned from loose iso PFTau, bit 1 for hltBTagCaloCSVp087Triple, bit 2 for hltDoubleCentralJet90, bit 3 for hltDoublePFCentralJetLooseID90, bit 4 for hltL1sTripleJetVBFIorHTTIorDoubleJetCIorSingleJet, bit 5 for hltQuadCentralJet30, bit 6 for hltQuadPFCentralJetLooseID30, bit 7 for hltL1sQuadJetC50IorQuadJetC60IorHTT280IorHTT300IorHTT320IorTripleJet846848VBFIorTripleJet887256VBFIorTripleJet927664VBF or hltL1sQuadJetCIorTripleJetVBFIorHTT, bit 8 for hltQuadCentralJet45, bit 9 for hltQuadPFCentralJetLooseID45, bit 10  for hltL1sQuadJetC60IorHTT380IorHTT280QuadJetIorHTT300QuadJet or hltL1sQuadJetC50to60IorHTT280to500IorHTT250to340QuadJet bit 11 for hltBTagCaloCSVp05Double or hltBTagCaloDeepCSVp17Double, bit 12 for hltPFCentralJetLooseIDQuad30, bit 13 for hlt1PFCentralJetLooseID75, bit 14 for hlt2PFCentralJetLooseID60, bit 15 for hlt3PFCentralJetLooseID45, bit 16 for hlt4PFCentralJetLooseID40, bit 17 for hltBTagPFCSVp070Triple or hltBTagPFDeepCSVp24Triple or hltBTagPFDeepCSV4p5Triple  for Jet; HT bits: bit 0 for hltL1sTripleJetVBFIorHTTIorDoubleJetCIorSingleJet, bit 1 for hltL1sQuadJetC50IorQuadJetC60IorHTT280IorHTT300IorHTT320IorTripleJet846848VBFIorTripleJet887256VBFIorTripleJet927664VBF or hltL1sQuadJetCIorTripleJetVBFIorHTT, bit 2 for hltL1sQuadJetC60IorHTT380IorHTT280QuadJetIorHTT300QuadJet or hltL1sQuadJetC50to60IorHTT280to500IorHTT250to340QuadJet, bit 3 for hltCaloQuadJet30HT300 or hltCaloQuadJet30HT320, bit 4 for hltPFCentralJetsLooseIDQuad30HT300 or hltPFCentralJetsLooseIDQuad30HT330 for HT; MHT bits: bit 0 for hltCaloQuadJet30HT300 or hltCaloQuadJet30HT320, bit 1 for hltPFCentralJetsLooseIDQuad30HT300 or hltPFCentralJetsLooseIDQuad30HT330 for MHT;  : 0 at: 0x53321b0
 OBJ: TBranch	nOtherPV	 : 0 at: 0x5334c30
 OBJ: TBranch	OtherPV_z	Z position of other primary vertices, excluding the main PV : 0 at: 0x51d4330
 OBJ: TBranch	PV_ndof	main primary vertex number of degree of freedom : 0 at: 0x51d6360
 OBJ: TBranch	PV_x	main primary vertex position x coordinate : 0 at: 0x51d75f0
 OBJ: TBranch	PV_y	main primary vertex position y coordinate : 0 at: 0x51d8880
 OBJ: TBranch	PV_z	main primary vertex position z coordinate : 0 at: 0x51d9b10
 OBJ: TBranch	PV_chi2	main primary vertex reduced chi2 : 0 at: 0x51dada0
 OBJ: TBranch	PV_score	main primary vertex score, i.e. sum pt2 of clustered objects : 0 at: 0x51dc030
 OBJ: TBranch	PV_npvs	total number of reconstructed primary vertices : 0 at: 0x51dd2d0
 OBJ: TBranch	PV_npvsGood	number of good reconstructed primary vertices. selection:!isFake && ndof > 4 && abs(z) <= 24 && position.Rho <= 2 : 0 at: 0x51de560
 OBJ: TBranch	nSV	 : 0 at: 0x534d480
 OBJ: TBranch	SV_dlen	decay length in cm : 0 at: 0x534e4e0
 OBJ: TBranch	SV_dlenSig	decay length significance : 0 at: 0x53504d0
 OBJ: TBranch	SV_dxy	2D decay length in cm : 0 at: 0x5352500
 OBJ: TBranch	SV_dxySig	2D decay length significance : 0 at: 0x5354510
 OBJ: TBranch	SV_pAngle	pointing angle, i.e. acos(p_SV * (SV - PV))  : 0 at: 0x5356520
 OBJ: TBranch	Electron_cleanmask	simple cleaning mask with priority to leptons : 0 at: 0x5358540
 OBJ: TBranch	Jet_cleanmask	simple cleaning mask with priority to leptons : 0 at: 0x535a5f0
 OBJ: TBranch	Muon_cleanmask	simple cleaning mask with priority to leptons : 0 at: 0x535c620
 OBJ: TBranch	Photon_cleanmask	simple cleaning mask with priority to leptons : 0 at: 0x535e640
 OBJ: TBranch	Tau_cleanmask	simple cleaning mask with priority to leptons : 0 at: 0x53606f0
 OBJ: TBranch	SV_chi2	reduced chi2, i.e. chi/ndof : 0 at: 0x5362740
 OBJ: TBranch	SV_eta	eta : 0 at: 0x5364750
 OBJ: TBranch	SV_mass	mass : 0 at: 0x5366730
 OBJ: TBranch	SV_ndof	number of degrees of freedom : 0 at: 0x5368710
 OBJ: TBranch	SV_phi	phi : 0 at: 0x536a720
 OBJ: TBranch	SV_pt	pt : 0 at: 0x536c700
 OBJ: TBranch	SV_x	secondary vertex X position, in cm : 0 at: 0x536e6e0
 OBJ: TBranch	SV_y	secondary vertex Y position, in cm : 0 at: 0x5370700
 OBJ: TBranch	SV_z	secondary vertex Z position, in cm : 0 at: 0x5372720
 OBJ: TBranch	L1_AlwaysTrue	Trigger/flag bit (process: NANO) : 0 at: 0x5374740
 OBJ: TBranch	L1_BPTX_AND_Ref1_VME	Trigger/flag bit (process: NANO) : 0 at: 0x53759d0
 OBJ: TBranch	L1_BPTX_AND_Ref3_VME	Trigger/flag bit (process: NANO) : 0 at: 0x5376cf0
 OBJ: TBranch	L1_BPTX_AND_Ref4_VME	Trigger/flag bit (process: NANO) : 0 at: 0x5378010
 OBJ: TBranch	L1_BPTX_BeamGas_B1_VME	Trigger/flag bit (process: NANO) : 0 at: 0x5379330
 OBJ: TBranch	L1_BPTX_BeamGas_B2_VME	Trigger/flag bit (process: NANO) : 0 at: 0x537a650
 OBJ: TBranch	L1_BPTX_BeamGas_Ref1_VME	Trigger/flag bit (process: NANO) : 0 at: 0x537b970
 OBJ: TBranch	L1_BPTX_BeamGas_Ref2_VME	Trigger/flag bit (process: NANO) : 0 at: 0x537cc90
 OBJ: TBranch	L1_BPTX_NotOR_VME	Trigger/flag bit (process: NANO) : 0 at: 0x537dfb0
 OBJ: TBranch	L1_BPTX_OR_Ref3_VME	Trigger/flag bit (process: NANO) : 0 at: 0x537f2d0
 OBJ: TBranch	L1_BPTX_OR_Ref4_VME	Trigger/flag bit (process: NANO) : 0 at: 0x53805f0
 OBJ: TBranch	L1_BPTX_RefAND_VME	Trigger/flag bit (process: NANO) : 0 at: 0x5381910
 OBJ: TBranch	L1_BptxMinus	Trigger/flag bit (process: NANO) : 0 at: 0x5382c30
 OBJ: TBranch	L1_BptxOR	Trigger/flag bit (process: NANO) : 0 at: 0x5383ec0
 OBJ: TBranch	L1_BptxPlus	Trigger/flag bit (process: NANO) : 0 at: 0x5385150
 OBJ: TBranch	L1_BptxXOR	Trigger/flag bit (process: NANO) : 0 at: 0x53863e0
 OBJ: TBranch	L1_CDC_SingleMu_3_er1p2_TOP120_DPHI2p618_3p142	Trigger/flag bit (process: NANO) : 0 at: 0x5387670
 OBJ: TBranch	L1_DoubleEG8er2p5_HTT260er	Trigger/flag bit (process: NANO) : 0 at: 0x53889c0
 OBJ: TBranch	L1_DoubleEG8er2p5_HTT280er	Trigger/flag bit (process: NANO) : 0 at: 0x5389ce0
 OBJ: TBranch	L1_DoubleEG8er2p5_HTT300er	Trigger/flag bit (process: NANO) : 0 at: 0x538b000
 OBJ: TBranch	L1_DoubleEG8er2p5_HTT320er	Trigger/flag bit (process: NANO) : 0 at: 0x538c320
 OBJ: TBranch	L1_DoubleEG8er2p5_HTT340er	Trigger/flag bit (process: NANO) : 0 at: 0x538d640
 OBJ: TBranch	L1_DoubleEG_15_10_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x538e960
 OBJ: TBranch	L1_DoubleEG_20_10_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x538fc80
 OBJ: TBranch	L1_DoubleEG_22_10_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5390fa0
 OBJ: TBranch	L1_DoubleEG_25_12_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x53922c0
 OBJ: TBranch	L1_DoubleEG_25_14_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x53935e0
 OBJ: TBranch	L1_DoubleEG_27_14_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5394900
 OBJ: TBranch	L1_DoubleEG_LooseIso20_10_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5395c20
 OBJ: TBranch	L1_DoubleEG_LooseIso22_10_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5396f40
 OBJ: TBranch	L1_DoubleEG_LooseIso22_12_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5398260
 OBJ: TBranch	L1_DoubleEG_LooseIso25_12_er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x5399580
 OBJ: TBranch	L1_DoubleIsoTau32er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x539a8a0
 OBJ: TBranch	L1_DoubleIsoTau34er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x539bbc0
 OBJ: TBranch	L1_DoubleIsoTau36er2p1	Trigger/flag bit (process: NANO) : 0 at: 0x539cee0
 OBJ: TBranch	L1_DoubleJet100er2p3_dEta_Max1p6	Trigger/flag bit (process: NANO) : 0 at: 0x539e200
 OBJ: TBranch	L1_DoubleJet100er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x539f550
 OBJ: TBranch	L1_DoubleJet112er2p3_dEta_Max1p6	Trigger/flag bit (process: NANO) : 0 at: 0x53a0870
 OBJ: TBranch	L1_DoubleJet120er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a1bc0
 OBJ: TBranch	L1_DoubleJet150er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a2ee0
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min150_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a4200
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min200_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a5550
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min250_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a68a0
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min300_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a7bf0
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min330_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53a8f40
 OBJ: TBranch	L1_DoubleJet30er2p5_Mass_Min360_dEta_Max1p5	Trigger/flag bit (process: NANO) : 0 at: 0x53aa290
 OBJ: TBranch	L1_DoubleJet35_Mass_Min450_IsoTau45_RmOvlp	Trigger/flag bit (process: NANO) : 0 at: 0x53ab5e0
 OBJ: TBranch	L1_DoubleJet40er2p5	Trigger/flag bit (process: NANO) : 0 at: 0x53ac930
 OBJ: TBranch	L1_DoubleJet_100_30_DoubleJet30_Mass_Min620	Trigger/flag bit (process: NANO) : 0 at: 0x53adc50
 OBJ: TBranch	L1_DoubleJet_110_35_DoubleJet35_Mass_Min620	Trigger/flag bit (process: NANO) : 0 at: 0x53aefa0
